Date,City,PM2.5,PM10,CO,NO2,Ozone,Temperature,AQI_Level
2024-02-03,Beijing,196.98,472.3,7.24,unknown,53.15,44.29,
2024-02-03,London,196.68,135.23,10.77,43.74,181.7,19.07,Very Unhealthy
2024-02-03,Tokyo,262.76,,-5.0,173.1,83.49,999.0,Hazardous
2024-02-03,Sydney,64.84,308.02,11.84,79.8,,14.4,Moderate
2024-02-03,Paris,,,1.25,118.15,,1.0,Good
2024-02-03,Mexico City,144.17,298.38,2.15,84.5,,2.29,Hazardous
2024-02-03,Cairo,81.09,280.28,9.73,132.34,104.47,-7.77,
2024-02-03,Moscow,43.27,302.97,8.11,112.25,68.48,-2.4,
2024-02-04,New York,258.32,397.67,-5.0,180.58,141.0,-2.1,Hazardous
2024-02-04,Delhi,184.37,436.85,13.08,114.69,75.42,27.5,Hazardous
2024-02-04,Beijing,109.65,387.04,5.62,73.46,107.14,999.0,Very Unhealthy
2024-02-04,London,200.16,347.47,4.45,147.93,38.45,24.87,Hazardous
2024-02-04,Tokyo,109.57,304.43,3.72,10.15,196.8,21.01,
2024-02-04,Sydney,268.06,316.49,11.31,31.01,109.44,26.66,Moderate
2024-02-04,Paris,35.87,207.48,12.62,154.97,,49.07,Moderate
2024-02-04,Mexico City,23.49,352.67,-5.0,unknown,,999.0,Very Unhealthy
2024-02-04,Cairo,111.47,469.71,1.17,108.57,60.79,33.11,Good
2024-02-04,Moscow,,75.88,14.35,unknown,142.4,6.39,Unhealthy
2024-02-05,New York,229.03,203.81,11.43,unknown,206.33,999.0,Moderate
2024-02-05,Delhi,151.91,,10.93,unknown,13.59,15.98,Moderate
2024-02-05,Beijing,,460.64,9.07,6.41,29.73,-9.02,Hazardous
2024-02-05,London,127.74,70.51,14.44,unknown,140.78,2.91,
2024-02-05,Tokyo,,256.23,14.67,67.68,61.89,37.54,Moderate
2024-02-05,Sydney,39.17,209.91,0.41,19.24,11.41,49.33,Hazardous
2024-02-05,Paris,238.49,34.54,11.66,7.66,81.71,999.0,
2024-02-05,Mexico City,93.58,304.92,-5.0,153.8,23.21,30.52,Very Unhealthy
2024-02-05,Cairo,154.31,254.1,4.44,34.97,144.09,34.57,Hazardous
2024-02-05,Moscow,111.75,61.12,5.02,46.16,12.75,20.41,Moderate
2024-02-06,New York,135.81,193.2,6.29,185.07,72.37,43.57,Unhealthy
2024-02-06,Delhi,292.35,488.57,2.73,39.96,143.66,3.94,Good
2024-02-06,Beijing,265.56,350.33,12.21,95.57,34.59,45.29,Good
2024-02-06,London,154.04,361.42,10.63,147.36,,33.95,
2024-02-06,Tokyo,233.02,,14.75,141.65,202.55,39.07,Moderate
2024-02-06,Sydney,66.99,281.6,14.24,127.33,21.02,0.26,Unhealthy
2024-02-06,Paris,277.94,106.6,4.17,186.91,189.46,13.52,Unhealthy
2024-02-06,Mexico City,258.39,,10.26,99.96,22.69,-8.23,Moderate
2024-02-06,Cairo,230.47,221.36,4.08,unknown,228.34,4.9,Good
2024-02-06,Moscow,174.18,456.7,-5.0,169.21,116.9,2.16,Hazardous
2024-02-07,New York,44.27,469.43,3.64,72.83,145.66,25.2,
2024-02-07,Delhi,264.37,,13.91,160.42,230.78,25.55,Good
2024-02-07,Beijing,15.17,205.14,9.33,unknown,49.31,-1.96,Moderate
2024-02-07,London,244.72,442.16,-5.0,8.48,150.64,28.25,Good
2024-02-07,Tokyo,214.54,70.08,-5.0,132.77,52.85,999.0,Good
2024-02-07,Sydney,65.97,455.01,3.38,77.85,,10.33,Very Unhealthy
2024-02-07,Paris,159.05,,0.43,67.46,73.19,33.46,Unhealthy
2024-02-07,Mexico City,181.84,251.72,1.22,25.68,122.54,-5.37,Hazardous
2024-02-07,Cairo,66.2,118.87,-5.0,111.8,150.28,999.0,Unhealthy
2024-02-07,Moscow,,376.74,-5.0,197.0,49.91,12.63,Hazardous
2024-02-08,New York,72.45,85.79,5.89,141.98,238.98,29.08,
2024-02-08,Delhi,229.18,367.67,11.32,184.77,,16.67,Hazardous
2024-02-08,Beijing,137.04,464.54,9.17,unknown,234.78,8.04,Hazardous
2024-02-08,London,239.35,19.12,3.51,unknown,37.54,999.0,Good
2024-02-08,Tokyo,258.32,,14.37,93.59,,11.24,
2024-02-08,Sydney,,330.01,1.38,134.52,81.46,45.35,Very Unhealthy
2024-02-08,Paris,120.27,482.66,-5.0,102.59,176.2,46.45,Unhealthy
2024-02-08,Mexico City,118.08,,2.13,116.1,41.94,31.84,Unhealthy
2024-02-08,Cairo,83.88,374.84,7.63,197.9,,22.17,Very Unhealthy
2024-02-08,Moscow,148.83,402.39,3.74,unknown,118.83,999.0,Good
2024-02-09,New York,203.07,119.6,0.8,unknown,24.44,8.91,Hazardous
2024-02-09,Delhi,105.83,440.99,0.91,124.66,64.05,24.91,
2024-02-09,Beijing,,148.68,8.62,unknown,141.6,999.0,Good
2024-02-09,London,295.9,261.9,14.69,157.36,50.55,37.11,Moderate
2024-02-09,Tokyo,10.56,358.64,11.19,62.03,76.79,48.39,Hazardous
2024-02-09,Sydney,151.28,400.66,10.74,171.62,80.17,31.0,Very Unhealthy
2024-02-09,Paris,84.39,229.36,0.14,38.99,198.02,14.35,Moderate
2024-02-09,Mexico City,262.89,371.06,9.98,87.77,190.38,41.47,Very Unhealthy
2024-02-09,Cairo,297.51,197.47,13.59,7.61,229.85,999.0,Hazardous
2024-02-09,Moscow,83.38,407.83,3.95,97.67,17.26,48.49,Moderate
2024-02-10,New York,101.43,204.83,-5.0,167.76,95.42,0.08,
2024-02-10,Delhi,232.05,356.4,8.9,37.15,112.86,45.89,Good
2024-02-10,Beijing,207.15,35.58,7.11,164.36,91.7,31.92,
2024-02-10,London,139.56,214.66,12.67,133.09,63.15,48.71,
2024-02-10,Tokyo,298.01,228.12,-5.0,unknown,90.74,-5.52,Unhealthy
2024-02-10,Sydney,28.93,58.49,6.53,174.32,222.53,29.36,
2024-02-10,Paris,140.76,270.0,-5.0,99.92,211.96,999.0,Moderate
2024-02-10,Mexico City,56.94,158.48,12.6,136.43,200.51,8.62,Very Unhealthy
2024-02-10,Cairo,248.69,93.99,1.87,152.36,57.45,15.62,Very Unhealthy
2024-02-10,Moscow,81.03,62.79,7.85,197.43,,-6.94,Good
2024-02-11,New York,125.09,,10.27,199.07,,-5.51,Good
2024-02-11,Delhi,242.26,,6.62,18.14,56.39,7.17,Good
2024-02-11,Beijing,237.71,,11.26,112.75,49.21,16.15,Unhealthy
2024-02-11,London,161.3,154.68,12.47,59.01,180.44,38.24,Very Unhealthy
2024-02-11,Tokyo,91.73,299.23,0.4,106.76,,-2.56,
2024-02-11,Sydney,133.83,,-5.0,23.62,229.22,19.89,Good
2024-02-11,Paris,38.41,223.01,13.97,62.34,87.09,30.04,Good
2024-02-11,Mexico City,154.27,377.96,2.07,113.8,200.13,31.96,Unhealthy
2024-02-11,Cairo,37.38,144.5,9.24,185.44,44.44,44.8,Unhealthy
2024-02-11,Moscow,84.19,56.73,10.86,82.79,214.93,47.04,Moderate
2024-02-12,New York,188.48,165.25,12.38,195.95,249.6,34.57,Unhealthy
2024-02-12,Delhi,43.52,,11.17,195.84,205.16,27.12,
2024-02-12,Beijing,,,6.77,9.87,140.05,36.78,
2024-02-12,London,128.57,231.11,7.73,96.1,60.28,24.44,Hazardous
2024-02-12,Tokyo,156.17,,13.18,172.49,100.97,-0.97,Very Unhealthy
2024-02-12,Sydney,69.89,,11.19,123.46,95.21,-7.38,Good
2024-02-12,Paris,67.6,461.84,7.28,197.98,191.88,-10.0,
2024-02-12,Mexico City,212.41,180.39,1.77,180.58,227.64,16.51,Hazardous
2024-02-12,Cairo,178.89,483.13,10.97,8.83,245.5,999.0,Good
2024-02-12,Moscow,123.81,230.91,6.47,128.98,133.6,9.86,
2024-02-13,New York,5.14,,0.83,153.58,47.97,-8.53,Unhealthy
2024-02-13,Delhi,271.2,176.16,3.23,181.94,205.32,999.0,Unhealthy
2024-02-13,Beijing,55.55,440.28,1.69,14.19,90.38,26.68,Unhealthy
2024-02-13,London,163.02,220.04,14.65,43.32,218.69,14.64,Unhealthy
2024-02-13,Tokyo,165.37,384.63,5.3,58.69,,31.3,Very Unhealthy
2024-02-13,Sydney,190.77,,2.4,44.15,13.6,40.56,Very Unhealthy
2024-02-13,Paris,191.96,207.52,-5.0,61.58,104.82,999.0,Very Unhealthy
2024-02-13,Mexico City,61.61,,6.21,136.77,246.97,48.8,Very Unhealthy
2024-02-13,Cairo,94.59,303.88,7.94,unknown,,44.77,Hazardous
2024-02-13,Moscow,192.61,348.5,1.17,19.94,110.68,999.0,Good
2024-02-14,New York,144.77,96.57,7.91,16.39,11.31,12.38,Hazardous
2024-02-14,Delhi,,193.72,8.56,18.51,135.84,19.49,Hazardous
2024-02-14,Beijing,,68.51,10.6,176.8,85.52,35.13,Unhealthy
2024-02-14,London,,,3.82,unknown,46.5,999.0,Hazardous
2024-02-14,Tokyo,257.76,171.23,6.14,72.86,128.86,7.91,
2024-02-14,Sydney,,440.33,1.9,199.96,133.74,999.0,Good
2024-02-14,Paris,100.7,359.12,-5.0,5.27,198.85,7.14,Hazardous
2024-02-14,Mexico City,241.82,19.62,5.57,151.66,242.4,-8.54,Very Unhealthy
2024-02-14,Cairo,275.22,257.51,10.14,165.98,100.42,999.0,Hazardous
2024-02-14,Moscow,289.13,220.36,4.29,55.75,191.63,999.0,Hazardous
2024-02-15,New York,35.81,313.2,6.85,146.17,66.32,-5.74,Moderate
2024-02-15,Delhi,,,14.91,152.4,138.64,32.43,Moderate
2024-02-15,Beijing,292.62,199.03,1.24,17.33,14.26,-0.62,Moderate
2024-02-15,London,,,4.94,unknown,,38.76,Good
2024-02-15,Tokyo,161.35,257.59,14.06,182.25,104.75,21.93,Unhealthy
2024-02-15,Sydney,160.11,219.89,-5.0,124.1,244.7,999.0,Hazardous
2024-02-15,Paris,200.57,357.1,1.58,132.89,184.14,10.35,Hazardous
2024-02-15,Mexico City,171.73,165.05,8.84,unknown,212.84,22.0,Hazardous
2024-02-15,Cairo,,497.97,7.87,142.66,65.59,4.33,Moderate
2024-02-15,Moscow,,410.23,2.96,13.98,110.76,999.0,
2024-02-16,New York,65.7,365.29,-5.0,43.7,102.92,18.79,Moderate
2024-02-16,Delhi,259.97,13.42,6.43,109.69,61.93,-4.47,Unhealthy
2024-02-16,Beijing,,280.09,8.96,unknown,117.66,-3.85,Hazardous
2024-02-16,London,159.28,,10.79,130.13,116.36,9.6,Moderate
2024-02-16,Tokyo,,30.48,14.9,78.66,57.52,999.0,Hazardous
2024-02-16,Sydney,247.28,,2.21,151.75,33.9,999.0,Moderate
2024-02-16,Paris,,56.08,-5.0,112.54,237.27,34.55,Good
2024-02-16,Mexico City,122.34,462.62,4.36,unknown,244.15,16.34,Unhealthy
2024-02-16,Cairo,121.93,87.37,-5.0,195.73,141.27,-4.3,Moderate
2024-02-16,Moscow,125.12,154.54,-5.0,9.89,244.63,19.23,
2024-02-17,New York,11.39,139.37,4.1,39.85,,11.49,Hazardous
2024-02-17,Delhi,70.7,63.77,-5.0,24.48,201.63,1.94,Moderate
2024-02-17,Beijing,118.32,476.92,-5.0,9.49,198.45,8.87,Moderate
2024-02-17,London,141.85,85.23,-5.0,179.14,211.12,49.8,
2024-02-17,Tokyo,51.96,,1.14,unknown,147.21,21.31,Unhealthy
2024-02-17,Sydney,,414.58,4.77,103.69,159.71,3.5,Unhealthy
2024-02-17,Paris,151.74,443.01,10.41,141.68,190.13,23.67,Moderate
2024-02-17,Mexico City,,215.54,-5.0,80.76,35.4,47.74,Moderate
2024-02-17,Cairo,163.9,328.75,-5.0,198.62,183.92,-5.56,
2024-02-17,Moscow,70.54,383.84,3.3,172.21,,999.0,
2024-02-18,New York,114.33,,0.81,unknown,28.54,29.16,Moderate
2024-02-18,Delhi,182.99,341.51,11.82,56.9,84.75,42.87,Unhealthy
2024-02-18,Beijing,171.18,366.73,7.22,41.38,,27.4,
2024-02-18,London,235.56,,5.75,149.98,211.92,-8.7,Very Unhealthy
2024-02-18,Tokyo,298.73,262.39,8.91,unknown,,42.6,Moderate
2024-02-18,Sydney,275.8,32.8,10.37,148.53,,34.77,
2024-02-18,Paris,51.14,252.77,10.31,178.22,236.9,11.75,Moderate
2024-02-18,Mexico City,58.11,,7.03,129.45,32.35,-6.5,Hazardous
2024-02-18,Cairo,,146.17,13.38,unknown,120.78,38.89,Very Unhealthy
2024-02-18,Moscow,110.06,,8.67,76.54,58.51,4.81,Moderate
2024-02-19,New York,,64.5,11.84,97.62,,999.0,Unhealthy
2024-02-19,Delhi,39.86,399.87,4.48,18.19,88.57,39.51,Moderate
2024-02-19,Beijing,261.53,37.2,-5.0,unknown,237.88,999.0,Very Unhealthy
2024-02-19,London,235.95,192.77,0.59,167.18,108.12,8.79,Moderate
2024-02-19,Tokyo,290.1,341.0,9.66,84.43,69.98,6.83,Very Unhealthy
2024-02-19,Sydney,115.8,314.05,0.36,unknown,82.71,27.07,Unhealthy
2024-02-19,Paris,176.63,450.07,8.71,155.73,108.86,19.43,Hazardous
2024-02-19,Mexico City,234.85,159.31,7.77,132.9,32.31,-8.21,Moderate
2024-02-19,Cairo,245.93,159.54,-5.0,126.92,41.08,9.33,
2024-02-19,Moscow,188.65,231.59,3.06,85.5,67.56,15.12,Unhealthy
2024-02-20,New York,272.37,332.09,-5.0,100.99,,29.72,Unhealthy
2024-02-20,Delhi,54.09,252.54,9.94,143.66,,39.67,Unhealthy
2024-02-20,Beijing,124.25,,11.84,136.19,224.98,22.23,Moderate
2024-02-20,London,,306.49,1.22,34.54,192.65,999.0,Moderate
2024-02-20,Tokyo,,248.92,-5.0,174.54,143.99,24.2,Good
2024-02-20,Sydney,27.7,357.27,8.65,80.92,167.79,37.68,
2024-02-20,Paris,,,5.81,161.77,68.87,15.4,
2024-02-20,Mexico City,,359.65,-5.0,31.21,40.41,36.2,Good
2024-02-20,Cairo,293.05,336.1,7.17,22.32,36.81,42.42,
2024-02-20,Moscow,155.8,457.85,10.69,5.68,223.56,27.73,Good
2024-02-21,New York,,474.45,3.22,34.96,131.31,-5.21,Hazardous
2024-02-21,Delhi,,255.17,7.0,42.76,,13.8,
2024-02-21,Beijing,99.07,,12.92,162.65,125.0,2.12,Very Unhealthy
2024-02-21,London,164.88,,7.98,168.42,,39.14,
2024-02-21,Tokyo,,442.95,2.96,unknown,64.78,5.33,Good
2024-02-21,Sydney,60.39,328.92,10.57,75.2,119.03,6.56,Very Unhealthy
2024-02-21,Paris,,,-5.0,195.18,11.95,35.59,
2024-02-21,Mexico City,143.28,478.02,12.11,57.46,76.8,16.26,Hazardous
2024-02-21,Cairo,192.12,278.13,-5.0,147.73,200.06,6.55,Unhealthy
2024-02-21,Moscow,84.34,,14.28,177.31,189.7,42.43,Very Unhealthy
2024-02-22,New York,,422.65,4.04,170.43,,35.6,Unhealthy
2024-02-22,Delhi,,68.04,9.17,67.18,96.35,49.74,Very Unhealthy
2024-02-22,Beijing,278.71,311.12,8.8,unknown,42.67,0.36,Good
2024-02-22,London,,202.25,9.1,163.67,150.4,-2.32,Good
2024-02-22,Tokyo,146.65,276.02,10.9,111.31,158.31,-4.94,Good
2024-02-22,Sydney,38.92,223.89,0.26,191.23,87.35,-3.95,Moderate
2024-02-22,Paris,258.16,239.57,5.01,143.57,101.71,999.0,Hazardous
2024-02-22,Mexico City,113.1,107.69,4.36,121.34,180.19,2.48,
2024-02-22,Cairo,19.19,281.39,7.14,13.36,233.67,16.78,Very Unhealthy
2024-02-22,Moscow,231.04,,2.3,39.98,150.87,39.2,Hazardous
2024-02-23,New York,189.86,285.35,3.26,51.87,17.35,5.76,Very Unhealthy
2024-02-23,Delhi,158.47,,9.43,unknown,16.51,2.43,Hazardous
2024-02-23,Beijing,249.25,152.53,2.96,19.46,,999.0,
2024-02-23,London,,262.78,6.89,165.6,,33.73,Moderate
2024-02-23,Tokyo,242.26,,7.43,174.47,117.77,7.29,Unhealthy
2024-02-23,Sydney,191.3,225.21,3.61,111.51,,38.89,Hazardous
2024-02-23,Paris,,82.22,14.3,188.26,,36.8,Unhealthy
2024-02-23,Mexico City,297.16,,12.08,unknown,119.27,999.0,Good
2024-02-23,Cairo,29.92,50.03,7.87,26.69,94.22,18.34,Moderate
2024-02-23,Moscow,184.02,261.73,7.28,44.98,122.48,46.18,Hazardous
2024-02-24,New York,250.63,102.55,9.66,93.09,,29.85,Unhealthy
2024-02-24,Delhi,213.71,111.0,13.78,78.03,164.75,11.81,Very Unhealthy
2024-02-24,Beijing,185.31,288.22,6.44,59.76,231.07,48.84,Moderate
2024-02-24,London,150.64,,10.34,154.06,73.12,21.83,Moderate
2024-02-24,Tokyo,100.34,,9.21,189.93,,5.53,Hazardous
2024-02-24,Sydney,219.35,448.33,4.24,100.5,34.48,-9.15,
2024-02-24,Paris,76.16,490.7,-5.0,156.6,84.14,-2.54,Moderate
2024-02-24,Mexico City,83.88,,11.18,44.21,77.01,25.97,Good
2024-02-24,Cairo,135.98,377.7,11.62,128.08,212.39,47.05,Unhealthy
2024-02-24,Moscow,,111.76,6.16,unknown,54.87,-3.18,Unhealthy
2024-02-25,New York,182.88,411.04,14.47,36.98,83.9,1.72,
2024-02-25,Delhi,236.32,152.37,-5.0,152.25,219.58,4.02,Good
2024-02-25,Beijing,,310.29,11.64,79.29,184.36,-4.1,Moderate
2024-02-25,London,279.58,293.33,6.28,22.99,193.01,-2.35,Hazardous
2024-02-25,Tokyo,134.02,,4.83,unknown,139.92,6.52,Good
2024-02-25,Sydney,140.03,,7.04,63.51,,-9.63,
2024-02-25,Paris,288.65,149.38,10.52,24.43,134.11,-6.0,Unhealthy
2024-02-25,Mexico City,151.49,480.06,13.61,75.0,224.19,7.3,Unhealthy
2024-02-25,Cairo,87.9,,-5.0,59.53,127.87,47.82,
2024-02-25,Moscow,75.05,286.89,12.0,45.86,81.6,6.3,Moderate
2024-02-26,New York,210.93,272.28,1.24,69.91,121.19,16.87,Hazardous
2024-02-26,Delhi,201.11,11.41,2.22,111.62,92.48,12.64,Good
2024-02-26,Beijing,,,12.22,192.39,19.36,-3.67,Unhealthy
2024-02-26,London,290.94,246.28,4.62,19.27,156.8,34.84,Very Unhealthy
2024-02-26,Tokyo,200.5,,8.2,112.38,35.43,49.91,Hazardous
2024-02-26,Sydney,,217.78,11.02,27.01,127.27,999.0,Very Unhealthy
2024-02-26,Paris,174.42,130.52,3.54,119.49,,17.84,Unhealthy
2024-02-26,Mexico City,32.99,173.64,-5.0,32.74,31.94,10.75,Unhealthy
2024-02-26,Cairo,,420.68,9.09,73.78,176.76,40.6,Unhealthy
2024-02-26,Moscow,223.9,193.0,0.52,33.44,,17.96,Very Unhealthy
2024-02-27,New York,30.61,496.23,7.59,unknown,216.35,45.78,
2024-02-27,Delhi,96.76,203.48,1.13,166.73,137.81,26.37,Unhealthy
2024-02-27,Beijing,257.28,301.05,4.49,75.97,16.17,-5.08,
2024-02-27,London,17.17,192.31,3.56,59.44,94.08,999.0,Moderate
2024-02-27,Tokyo,31.93,372.06,9.22,199.14,119.08,0.48,
2024-02-27,Sydney,,327.16,12.01,unknown,181.56,999.0,
2024-02-27,Paris,41.11,276.79,5.28,25.02,,-6.77,Very Unhealthy
2024-02-27,Mexico City,139.91,164.42,11.16,165.29,84.61,-5.22,Moderate
2024-02-27,Cairo,61.02,,-5.0,149.55,103.5,3.41,Very Unhealthy
2024-02-27,Moscow,91.44,364.6,1.29,unknown,147.04,49.48,Good
2024-02-28,New York,144.77,390.13,13.25,21.18,201.56,28.54,Unhealthy
2024-02-28,Delhi,71.71,479.86,8.35,117.72,109.22,17.48,Good
2024-02-28,Beijing,50.55,159.79,2.75,101.79,190.15,-0.1,
2024-02-28,London,,,8.67,155.65,,-9.3,Hazardous
2024-02-28,Tokyo,104.73,231.18,-5.0,39.38,,30.19,Unhealthy
2024-02-28,Sydney,78.07,28.48,6.93,unknown,234.23,999.0,Moderate
2024-02-28,Paris,187.14,,11.33,103.11,190.52,29.1,Good
2024-02-28,Mexico City,64.07,231.83,13.21,101.21,151.72,999.0,Good
2024-02-28,Cairo,284.17,177.09,12.33,162.74,65.58,19.31,Hazardous
2024-02-28,Moscow,158.18,186.61,10.51,53.34,81.76,26.72,Hazardous
2024-02-29,New York,154.19,113.98,0.62,96.12,70.96,23.62,Hazardous
2024-02-29,Delhi,,425.6,12.78,136.69,213.28,999.0,Very Unhealthy
2024-02-29,Beijing,236.74,496.97,0.47,125.59,141.1,999.0,Moderate
2024-02-29,London,,379.25,2.31,192.31,82.95,43.43,Unhealthy
2024-02-29,Tokyo,,83.53,2.2,145.47,119.06,3.02,
2024-02-29,Sydney,267.9,402.76,4.98,144.6,142.28,32.97,Hazardous
2024-02-29,Paris,189.75,194.12,9.91,unknown,193.3,-9.65,Good
2024-02-29,Mexico City,,,12.12,136.29,12.71,28.91,Moderate
2024-02-29,Cairo,,218.46,12.48,172.36,59.13,7.86,Unhealthy
2024-02-29,Moscow,188.57,263.02,-5.0,95.24,120.42,11.07,
2024-03-01,New York,293.32,47.87,10.44,56.14,142.68,2.24,Unhealthy
2024-03-01,Delhi,255.91,,3.02,unknown,184.7,45.16,Unhealthy
2024-03-01,Beijing,224.87,,2.41,66.84,249.08,8.23,Moderate
2024-03-01,London,78.53,327.81,7.75,122.24,84.03,-2.81,Good
2024-03-01,Tokyo,195.9,458.18,8.56,unknown,135.79,19.41,Unhealthy
2024-03-01,Sydney,,,14.84,33.42,125.65,20.74,Very Unhealthy
2024-03-01,Paris,248.99,310.16,13.77,103.12,187.89,34.36,Hazardous
2024-03-01,Mexico City,205.51,273.06,3.05,22.87,149.51,999.0,Hazardous
2024-03-01,Cairo,44.41,262.8,11.68,unknown,,43.89,Unhealthy
2024-03-01,Moscow,153.41,63.99,8.49,166.68,242.23,8.51,Very Unhealthy
2024-03-02,New York,,40.0,1.22,144.59,138.21,39.39,Very Unhealthy
2024-03-02,Delhi,52.37,193.08,8.96,unknown,72.26,17.28,Good
2024-03-02,Beijing,,,-5.0,187.0,162.67,32.27,Hazardous
2024-03-02,London,261.59,,9.64,177.71,186.54,31.26,Hazardous
2024-03-02,Tokyo,153.66,161.52,2.21,52.27,43.38,10.51,
2024-03-02,Sydney,86.44,132.38,-5.0,unknown,93.76,30.59,Hazardous
2024-03-02,Paris,288.52,407.68,14.3,112.58,127.29,999.0,Moderate
2024-03-02,Mexico City,238.08,,10.04,169.3,58.86,31.18,Very Unhealthy
2024-03-02,Cairo,158.16,,-5.0,126.06,182.34,9.65,Very Unhealthy
2024-03-02,Moscow,270.72,,9.52,25.05,136.87,-3.57,Hazardous
2024-03-03,New York,148.76,408.31,7.18,65.36,195.18,6.1,Good
2024-03-03,Delhi,158.07,358.99,11.31,96.67,21.21,23.44,Unhealthy
2024-03-03,Beijing,272.19,208.79,2.42,97.51,53.68,35.48,Hazardous
2024-03-03,London,33.95,277.84,8.51,14.62,127.52,15.09,Hazardous
2024-03-03,Tokyo,45.96,440.47,13.04,68.72,246.0,31.51,Very Unhealthy
2024-03-03,Sydney,147.14,162.89,9.29,155.21,,14.52,Moderate
2024-03-03,Paris,272.14,369.67,3.89,111.99,133.53,26.09,Hazardous
2024-03-03,Mexico City,,,5.56,81.23,132.35,15.16,
2024-03-03,Cairo,,242.99,13.36,31.53,59.89,5.74,Moderate
2024-03-03,Moscow,21.54,482.82,1.64,73.46,175.82,-1.94,
2024-03-04,New York,233.74,,11.35,189.9,237.46,999.0,Unhealthy
2024-03-04,Delhi,180.8,124.96,14.53,106.36,93.57,19.98,Unhealthy
2024-03-04,Beijing,101.83,442.17,0.17,unknown,21.07,43.3,Unhealthy
2024-03-04,London,143.5,,13.91,103.44,234.04,2.37,Unhealthy
2024-03-04,Tokyo,141.44,105.98,12.13,120.59,137.36,15.62,Good
2024-03-04,Sydney,208.4,344.03,13.65,51.68,221.42,47.47,Hazardous
2024-03-04,Paris,267.28,140.93,8.42,9.05,67.53,7.41,Good
2024-03-04,Mexico City,,84.14,1.77,131.61,173.92,25.13,Moderate
2024-03-04,Cairo,6.52,256.6,10.43,91.73,125.52,38.13,Moderate
2024-03-04,Moscow,,497.66,12.79,40.93,,42.18,
2024-03-05,New York,259.67,,11.86,unknown,36.74,45.57,Moderate
2024-03-05,Delhi,266.75,355.26,0.23,103.6,238.73,-1.07,Very Unhealthy
2024-03-05,Beijing,179.64,478.54,-5.0,54.81,243.88,16.03,Unhealthy
2024-03-05,London,42.76,263.82,13.21,101.68,185.82,9.33,Unhealthy
2024-03-05,Tokyo,258.21,477.1,13.64,198.32,55.48,43.48,
2024-03-05,Sydney,40.96,416.63,5.09,109.99,39.04,22.36,
2024-03-05,Paris,92.13,187.32,7.34,unknown,94.5,37.14,Unhealthy
2024-03-05,Mexico City,199.78,308.84,7.34,149.17,156.2,0.35,Moderate
2024-03-05,Cairo,153.16,84.37,11.65,19.49,120.57,47.02,Unhealthy
2024-03-05,Moscow,,,9.91,194.79,166.84,41.01,
2024-03-06,New York,23.73,,-5.0,unknown,,15.16,Hazardous
2024-03-06,Delhi,196.05,234.58,13.12,168.16,,10.04,
2024-03-06,Beijing,44.94,324.59,9.09,unknown,227.32,5.12,Unhealthy
2024-03-06,London,21.5,465.99,0.99,85.68,143.64,999.0,
2024-03-06,Tokyo,,29.2,8.66,153.3,38.53,999.0,Good
2024-03-06,Sydney,,,1.19,unknown,233.03,11.54,Hazardous
2024-03-06,Paris,144.63,333.55,11.78,154.6,104.42,30.83,Good
2024-03-06,Mexico City,88.42,65.95,8.59,157.01,73.06,-8.6,
2024-03-06,Cairo,73.62,,4.42,91.76,212.21,-8.01,Very Unhealthy
2024-03-06,Moscow,12.01,135.68,3.92,190.73,19.77,44.56,
2024-03-07,New York,233.68,463.99,12.44,51.94,221.45,42.03,Good
2024-03-07,Delhi,101.49,,7.56,155.4,111.03,999.0,Very Unhealthy
2024-03-07,Beijing,146.29,207.72,12.29,80.39,130.43,-3.18,Very Unhealthy
2024-03-07,London,10.56,,0.57,50.43,238.69,15.29,
2024-03-07,Tokyo,138.71,208.32,0.6,155.57,123.35,-2.62,Unhealthy
2024-03-07,Sydney,86.02,425.8,6.97,131.79,228.1,38.06,Very Unhealthy
2024-03-07,Paris,139.81,262.24,9.12,144.65,246.39,18.01,Very Unhealthy
