Date,City,PM2.5,PM10,CO,NO2,Ozone,Temperature,AQI_Level
2024-03-07,Mexico City,168.62,499.69,-5.0,116.24,240.99,8.7,Very Unhealthy
2024-03-07,Cairo,89.7,253.1,13.24,unknown,127.57,17.88,
2024-03-07,Moscow,170.63,82.7,6.12,165.32,,20.24,Moderate
2024-03-08,New York,38.03,,4.63,7.99,145.29,999.0,Very Unhealthy
2024-03-08,Delhi,103.84,343.55,2.66,21.68,52.64,0.32,Good
2024-03-08,Beijing,188.76,498.12,11.52,160.15,57.37,33.14,Hazardous
2024-03-08,London,163.93,183.97,8.94,114.68,233.62,999.0,
2024-03-08,Tokyo,,,0.45,45.62,143.56,6.96,Moderate
2024-03-08,Sydney,269.12,386.46,9.5,145.82,234.34,35.75,Unhealthy
2024-03-08,Paris,284.61,285.11,5.34,99.88,131.26,40.07,Very Unhealthy
2024-03-08,Mexico City,189.99,495.81,11.95,81.77,173.03,14.53,Very Unhealthy
2024-03-08,Cairo,20.96,288.29,12.42,11.56,222.48,11.18,
2024-03-08,Moscow,168.43,499.43,5.71,76.83,243.63,-8.47,Moderate
2024-03-09,New York,264.0,,5.51,128.34,193.1,2.45,Hazardous
2024-03-09,Delhi,,494.54,5.92,35.24,235.57,999.0,Hazardous
2024-03-09,Beijing,152.28,110.91,8.63,31.68,,43.34,Hazardous
2024-03-09,London,117.54,183.01,-5.0,196.54,178.87,-2.23,Unhealthy
2024-03-09,Tokyo,185.22,484.89,8.92,177.35,61.89,48.63,Very Unhealthy
2024-03-09,Sydney,,123.97,5.69,28.85,89.84,31.31,Very Unhealthy
2024-03-09,Paris,53.01,126.07,9.66,72.67,190.29,25.12,
2024-03-09,Mexico City,236.86,483.59,7.7,32.08,54.13,11.72,
2024-03-09,Cairo,91.2,233.35,6.55,113.69,105.76,22.06,Moderate
2024-03-09,Moscow,173.46,,3.04,83.55,106.51,28.4,Hazardous
2024-03-10,New York,,421.71,-5.0,8.58,,38.5,Moderate
2024-03-10,Delhi,70.48,103.72,2.66,81.29,39.25,34.73,Hazardous
2024-03-10,Beijing,81.08,17.46,2.99,12.31,236.11,-8.8,Good
2024-03-10,London,223.11,487.52,2.49,81.21,128.67,47.13,Hazardous
2024-03-10,Tokyo,222.68,350.66,2.3,70.82,,31.1,Hazardous
2024-03-10,Sydney,238.77,83.53,6.58,133.94,,34.06,Unhealthy
2024-03-10,Paris,233.96,68.2,2.39,145.91,240.42,31.49,Very Unhealthy
2024-03-10,Mexico City,68.86,399.98,7.84,71.53,43.79,38.04,Moderate
2024-03-10,Cairo,257.82,131.29,4.52,95.08,132.22,19.41,Hazardous
2024-03-10,Moscow,209.26,,-5.0,94.44,,36.58,Very Unhealthy
2024-03-11,New York,28.42,265.26,6.48,unknown,123.31,20.89,Hazardous
2024-03-11,Delhi,287.49,443.16,-5.0,89.75,220.78,18.1,Moderate
2024-03-11,Beijing,,99.07,-5.0,unknown,12.47,46.17,Unhealthy
2024-03-11,London,,370.4,9.05,35.41,16.58,2.18,Moderate
2024-03-11,Tokyo,69.58,,8.59,5.58,199.06,25.32,Moderate
2024-03-11,Sydney,279.72,73.23,-5.0,114.44,112.9,999.0,Unhealthy
2024-03-11,Paris,32.95,345.22,5.88,187.46,187.34,999.0,
2024-03-11,Mexico City,209.31,116.3,8.97,176.01,203.69,20.76,Unhealthy
2024-03-11,Cairo,49.78,468.35,-5.0,180.19,61.86,47.43,Hazardous
2024-03-11,Moscow,142.03,236.78,11.1,unknown,164.52,999.0,Moderate
2024-03-12,New York,29.0,11.0,7.77,95.7,164.18,30.23,
2024-03-12,Delhi,,449.73,10.92,unknown,13.02,41.58,Good
2024-03-12,Beijing,16.66,368.84,2.84,171.73,44.35,22.16,Hazardous
2024-03-12,London,,,13.57,77.97,55.46,20.8,
2024-03-12,Tokyo,105.86,68.47,8.11,188.99,32.55,40.8,Unhealthy
2024-03-12,Sydney,131.83,121.61,9.51,136.58,193.77,43.09,Good
2024-03-12,Paris,80.92,,9.22,139.57,57.35,999.0,Unhealthy
2024-03-12,Mexico City,228.65,16.21,-5.0,170.01,147.92,6.34,Unhealthy
2024-03-12,Cairo,277.24,299.03,-5.0,164.0,217.13,8.63,Good
2024-03-12,Moscow,41.72,166.73,2.46,unknown,173.96,7.55,Very Unhealthy
2024-03-13,New York,286.2,,4.75,111.79,170.77,28.47,Very Unhealthy
2024-03-13,Delhi,120.46,,5.93,119.16,164.43,3.16,Very Unhealthy
2024-03-13,Beijing,145.38,,12.93,180.35,141.9,1.56,Moderate
2024-03-13,London,,,8.11,167.55,,46.25,Unhealthy
2024-03-13,Tokyo,193.34,418.22,10.1,117.46,248.61,999.0,Unhealthy
2024-03-13,Sydney,104.39,373.21,6.38,135.08,212.74,28.67,Moderate
2024-03-13,Paris,133.97,228.34,2.52,21.34,27.88,-6.39,Very Unhealthy
2024-03-13,Mexico City,244.67,475.2,-5.0,69.42,12.38,28.52,Moderate
2024-03-13,Cairo,158.56,,9.67,unknown,18.81,27.85,Unhealthy
2024-03-13,Moscow,289.9,,13.47,148.26,102.85,17.9,
2024-03-14,New York,187.51,,13.79,195.86,180.26,30.83,
2024-03-14,Delhi,106.71,197.5,11.93,154.39,146.61,3.46,Unhealthy
2024-03-14,Beijing,121.36,35.13,8.15,unknown,128.98,999.0,Good
2024-03-14,London,11.12,317.87,12.12,138.55,,48.53,Very Unhealthy
2024-03-14,Tokyo,174.49,64.21,6.35,124.8,155.98,-6.45,Good
2024-03-14,Sydney,135.81,,9.4,20.04,217.05,999.0,Moderate
2024-03-14,Paris,207.02,114.71,7.78,96.48,115.6,16.25,Hazardous
2024-03-14,Mexico City,194.73,,0.96,169.59,118.77,35.56,
2024-03-14,Cairo,243.25,283.49,8.55,29.3,24.03,-0.15,
2024-03-14,Moscow,101.59,107.47,14.22,160.02,130.09,3.82,Moderate
2024-03-15,New York,252.3,422.02,0.8,183.44,135.39,45.78,Moderate
2024-03-15,Delhi,26.83,410.3,8.43,150.41,,5.84,Very Unhealthy
2024-03-15,Beijing,288.9,466.05,-5.0,165.41,89.92,11.37,Hazardous
2024-03-15,London,121.35,43.67,-5.0,47.05,246.96,0.62,Moderate
2024-03-15,Tokyo,119.59,304.45,14.55,53.98,172.84,48.17,Moderate
2024-03-15,Sydney,199.75,408.5,5.77,27.4,,42.14,Hazardous
2024-03-15,Paris,248.63,100.69,4.05,6.42,73.51,0.53,
2024-03-15,Mexico City,,88.31,3.56,11.04,212.2,999.0,Very Unhealthy
2024-03-15,Cairo,113.16,,12.84,174.19,19.62,41.73,Very Unhealthy
2024-03-15,Moscow,69.86,247.79,9.72,53.13,169.43,-0.06,Moderate
2024-03-16,New York,,459.58,-5.0,145.04,21.27,46.82,Very Unhealthy
2024-03-16,Delhi,148.74,416.59,-5.0,98.01,,41.67,Unhealthy
2024-03-16,Beijing,259.61,432.58,7.26,unknown,25.85,7.9,Hazardous
2024-03-16,London,287.99,216.29,-5.0,54.22,243.89,-7.52,
2024-03-16,Tokyo,,,2.9,188.42,223.28,13.94,Moderate
2024-03-16,Sydney,215.54,431.16,8.41,124.54,131.51,2.58,Hazardous
2024-03-16,Paris,139.08,357.01,7.53,34.1,231.1,2.47,Unhealthy
2024-03-16,Mexico City,137.07,270.75,7.54,182.8,198.44,999.0,Hazardous
2024-03-16,Cairo,,,-5.0,unknown,162.2,14.56,Unhealthy
2024-03-16,Moscow,,,4.14,40.62,104.14,-1.98,Good
2024-03-17,New York,93.12,499.15,4.94,190.56,230.41,11.21,
2024-03-17,Delhi,70.63,171.51,3.64,139.46,71.54,46.2,Good
2024-03-17,Beijing,,367.79,5.85,13.79,88.69,32.64,Very Unhealthy
2024-03-17,London,237.29,145.27,6.44,109.25,199.8,999.0,Unhealthy
2024-03-17,Tokyo,,300.08,0.23,16.81,236.9,-7.7,Unhealthy
2024-03-17,Sydney,255.23,252.07,6.83,177.89,219.5,8.48,Unhealthy
2024-03-17,Paris,78.48,,10.2,78.96,76.23,999.0,
2024-03-17,Mexico City,93.31,165.8,-5.0,131.79,171.89,42.98,
2024-03-17,Cairo,,423.71,0.3,113.82,247.48,49.25,Unhealthy
2024-03-17,Moscow,60.17,,6.14,82.44,103.59,20.63,Hazardous
2024-03-18,New York,181.52,,7.85,193.96,142.55,22.17,Unhealthy
2024-03-18,Delhi,86.76,,6.84,114.1,29.93,-6.65,Very Unhealthy
2024-03-18,Beijing,,195.76,5.01,66.07,87.8,-1.27,Hazardous
2024-03-18,London,203.3,192.71,12.0,106.63,220.02,30.39,Unhealthy
2024-03-18,Tokyo,63.36,197.59,4.58,72.84,105.81,11.55,Very Unhealthy
2024-03-18,Sydney,196.77,26.5,3.39,186.75,142.07,7.31,
2024-03-18,Paris,140.11,242.21,14.56,32.66,,999.0,Unhealthy
2024-03-18,Mexico City,160.07,147.34,-5.0,71.69,119.38,45.31,Hazardous
2024-03-18,Cairo,248.0,26.27,7.48,104.34,46.71,37.1,
2024-03-18,Moscow,161.25,215.29,7.22,unknown,,43.73,Good
2024-03-19,New York,216.84,486.32,-5.0,12.16,211.44,14.69,Moderate
2024-03-19,Delhi,268.63,306.46,4.01,8.76,69.94,16.55,Hazardous
2024-03-19,Beijing,56.34,315.62,1.46,37.08,238.04,13.75,Hazardous
2024-03-19,London,,311.66,13.48,109.09,157.43,35.64,Unhealthy
2024-03-19,Tokyo,177.48,73.53,8.43,183.47,200.4,999.0,
2024-03-19,Sydney,259.26,,11.15,71.68,149.54,28.81,Good
2024-03-19,Paris,58.28,183.8,7.04,13.92,129.65,-3.72,Unhealthy
2024-03-19,Mexico City,67.26,440.21,5.66,88.39,,23.32,
2024-03-19,Cairo,65.9,243.83,11.07,105.97,192.27,999.0,
2024-03-19,Moscow,147.61,123.36,-5.0,107.42,108.85,20.64,Very Unhealthy
2024-03-20,New York,,108.8,2.44,169.57,161.83,0.24,Very Unhealthy
2024-03-20,Delhi,219.11,,11.11,21.62,150.94,2.65,Very Unhealthy
2024-03-20,Beijing,45.06,,13.25,199.25,69.48,18.87,
2024-03-20,London,95.13,151.28,4.43,7.28,245.14,999.0,Moderate
2024-03-20,Tokyo,293.11,108.36,11.98,198.06,82.24,23.68,Hazardous
2024-03-20,Sydney,61.62,,5.07,116.52,176.71,34.85,
2024-03-20,Paris,199.86,,11.83,unknown,202.75,3.7,Hazardous
2024-03-20,Mexico City,106.75,370.78,3.11,unknown,177.83,-8.91,Moderate
2024-03-20,Cairo,252.07,164.66,1.97,132.32,,-3.06,Moderate
2024-03-20,Moscow,56.78,482.64,13.69,unknown,234.72,-5.1,Moderate
2024-03-21,New York,,388.03,14.32,26.04,,27.46,Moderate
2024-03-21,Delhi,67.31,337.96,7.84,179.45,,40.72,Good
2024-03-21,Beijing,263.41,437.21,9.67,113.15,198.31,13.65,Very Unhealthy
2024-03-21,London,,279.86,9.99,98.98,86.24,26.28,Unhealthy
2024-03-21,Tokyo,105.55,322.83,3.22,105.62,214.83,42.41,Moderate
2024-03-21,Sydney,232.17,,-5.0,unknown,,0.07,Hazardous
2024-03-21,Paris,225.61,19.29,12.54,164.28,144.46,14.44,Very Unhealthy
2024-03-21,Mexico City,279.63,,7.69,unknown,33.38,45.02,Very Unhealthy
2024-03-21,Cairo,,166.22,8.17,82.21,,6.28,Moderate
2024-03-21,Moscow,,485.18,-5.0,65.69,208.23,-4.97,Very Unhealthy
2024-03-22,New York,268.11,,12.27,21.82,224.48,6.22,Good
2024-03-22,Delhi,202.12,497.28,14.88,199.24,246.5,0.92,Moderate
2024-03-22,Beijing,182.8,103.1,14.29,59.75,55.24,0.77,Hazardous
2024-03-22,London,39.99,100.54,4.46,78.94,15.27,999.0,Hazardous
2024-03-22,Tokyo,31.91,102.31,13.25,192.39,202.57,999.0,Very Unhealthy
2024-03-22,Sydney,117.38,377.49,3.23,115.24,147.04,999.0,Hazardous
2024-03-22,Paris,292.81,72.09,0.28,46.67,230.29,15.96,
2024-03-22,Mexico City,26.22,31.76,-5.0,97.74,139.2,43.38,Moderate
2024-03-22,Cairo,103.08,117.77,9.09,20.95,157.45,13.13,Unhealthy
2024-03-22,Moscow,235.18,337.24,5.54,186.62,158.02,8.23,
2024-03-23,New York,,15.75,0.58,69.09,52.81,999.0,Hazardous
2024-03-23,Delhi,55.78,,2.73,81.1,,-1.31,Moderate
2024-03-23,Beijing,112.36,111.0,4.92,64.11,52.52,44.92,Good
2024-03-23,London,169.85,357.56,4.48,39.12,29.05,-5.21,Unhealthy
2024-03-23,Tokyo,223.81,,8.01,26.86,,5.9,
2024-03-23,Sydney,268.01,123.83,11.93,125.72,19.94,-7.8,Unhealthy
2024-03-23,Paris,,87.93,3.67,128.46,220.49,28.3,Hazardous
2024-03-23,Mexico City,110.15,,5.56,157.17,106.83,3.43,
2024-03-23,Cairo,167.45,,3.84,67.12,141.78,999.0,Unhealthy
2024-03-23,Moscow,,413.01,12.01,150.87,167.61,4.64,Good
2024-03-24,New York,198.16,493.55,3.33,179.88,230.97,5.96,Moderate
2024-03-24,Delhi,232.3,66.45,9.6,111.17,80.39,46.22,
2024-03-24,Beijing,,452.77,4.66,54.71,70.16,999.0,Hazardous
2024-03-24,London,267.39,173.45,13.84,104.15,27.52,30.49,Good
2024-03-24,Tokyo,123.5,367.92,14.49,154.0,44.11,36.16,Unhealthy
2024-03-24,Sydney,,164.06,-5.0,114.72,142.52,34.24,Unhealthy
2024-03-24,Paris,167.58,494.35,2.9,54.48,30.11,999.0,Very Unhealthy
2024-03-24,Mexico City,230.79,87.11,6.16,113.92,,5.66,Very Unhealthy
2024-03-24,Cairo,52.63,261.74,2.99,78.8,,45.86,Very Unhealthy
2024-03-24,Moscow,294.96,98.47,11.78,49.33,97.53,-9.36,Moderate
2024-03-25,New York,143.74,293.47,9.06,198.63,27.43,3.9,Hazardous
2024-03-25,Delhi,238.53,41.93,7.14,174.76,,19.11,Unhealthy
2024-03-25,Beijing,115.41,151.05,0.24,62.25,113.87,15.39,Good
2024-03-25,London,156.04,186.65,11.01,114.2,58.91,-3.86,Hazardous
2024-03-25,Tokyo,108.33,,14.64,165.42,79.08,4.04,
2024-03-25,Sydney,235.7,432.32,-5.0,92.9,182.28,27.11,Good
2024-03-25,Paris,191.2,292.49,1.0,131.93,111.55,2.26,Hazardous
2024-03-25,Mexico City,213.85,268.45,4.06,55.58,,10.23,Very Unhealthy
2024-03-25,Cairo,,179.56,9.11,192.92,90.3,24.13,Very Unhealthy
2024-03-25,Moscow,,367.58,10.12,135.52,61.76,42.26,Good
2024-03-26,New York,12.2,491.0,8.32,114.95,224.59,999.0,Moderate
2024-03-26,Delhi,121.55,312.92,0.67,56.23,36.91,38.07,Unhealthy
2024-03-26,Beijing,109.73,254.33,5.17,12.51,69.79,-6.61,Moderate
2024-03-26,London,256.08,380.65,7.35,unknown,236.52,26.74,Unhealthy
2024-03-26,Tokyo,92.24,457.54,-5.0,unknown,,5.14,Very Unhealthy
2024-03-26,Sydney,197.81,416.71,0.65,unknown,151.41,16.4,Good
2024-03-26,Paris,15.19,333.44,6.64,189.93,131.47,40.63,Hazardous
2024-03-26,Mexico City,293.03,380.88,15.0,34.78,219.83,2.91,Moderate
2024-03-26,Cairo,269.68,446.52,6.4,unknown,16.94,15.15,Hazardous
2024-03-26,Moscow,,144.94,8.88,126.35,102.37,2.66,
2024-03-27,New York,72.38,247.67,2.51,36.22,36.1,14.16,Moderate
2024-03-27,Delhi,280.23,404.27,2.1,41.6,207.48,11.39,Good
2024-03-27,Beijing,135.0,169.21,9.61,48.03,32.5,16.71,
2024-03-27,London,52.51,401.99,-5.0,157.1,,999.0,Hazardous
2024-03-27,Tokyo,136.75,409.19,12.49,189.64,24.36,27.63,Good
2024-03-27,Sydney,180.02,33.63,6.51,116.0,195.24,-3.32,
2024-03-27,Paris,280.0,377.82,6.05,152.92,67.13,25.18,Good
2024-03-27,Mexico City,37.96,449.42,14.45,unknown,131.07,9.76,Hazardous
2024-03-27,Cairo,25.29,365.32,7.02,91.66,177.42,26.16,Hazardous
2024-03-27,Moscow,275.45,62.36,7.54,86.03,,999.0,Moderate
2024-03-28,New York,64.78,153.85,-5.0,134.62,93.49,38.9,Very Unhealthy
2024-03-28,Delhi,212.62,63.22,-5.0,159.31,,999.0,Hazardous
2024-03-28,Beijing,,125.22,12.15,99.81,221.34,27.68,Good
2024-03-28,London,,99.59,6.69,27.19,212.98,15.59,Unhealthy
2024-03-28,Tokyo,197.3,,0.5,39.94,45.98,18.85,
2024-03-28,Sydney,170.63,305.03,12.98,100.52,59.57,-1.36,
2024-03-28,Paris,,426.01,13.6,unknown,63.24,39.73,Moderate
2024-03-28,Mexico City,211.72,29.72,6.91,171.42,115.07,36.57,
2024-03-28,Cairo,17.65,136.9,6.84,38.47,43.68,34.49,Hazardous
2024-03-28,Moscow,102.1,250.73,2.95,129.26,232.75,28.85,Hazardous
2024-03-29,New York,163.46,282.51,3.63,151.67,59.89,31.23,Moderate
2024-03-29,Delhi,148.33,83.02,1.3,120.95,228.62,37.89,Good
2024-03-29,Beijing,234.67,77.0,11.21,179.63,229.42,21.0,Good
2024-03-29,London,270.65,349.51,3.19,unknown,176.73,-0.53,
2024-03-29,Tokyo,47.88,376.13,9.1,65.36,175.55,35.75,Very Unhealthy
2024-03-29,Sydney,136.46,376.62,2.25,134.87,107.72,44.5,Hazardous
2024-03-29,Paris,125.47,207.1,11.94,157.21,195.09,32.98,Unhealthy
2024-03-29,Mexico City,294.59,274.22,9.98,155.85,220.88,35.3,Unhealthy
2024-03-29,Cairo,159.53,,10.16,18.19,235.32,31.11,Moderate
2024-03-29,Moscow,162.5,,13.3,176.55,160.79,9.23,Unhealthy
2024-03-30,New York,22.77,249.74,5.5,117.23,221.74,-3.64,Hazardous
2024-03-30,Delhi,193.83,498.79,10.47,67.2,17.22,39.37,Good
2024-03-30,Beijing,283.54,201.61,-5.0,unknown,230.89,2.42,
2024-03-30,London,185.86,386.87,1.51,110.72,207.51,999.0,Hazardous
2024-03-30,Tokyo,,157.92,12.03,39.87,131.72,2.94,Moderate
2024-03-30,Sydney,179.39,218.49,3.33,unknown,153.44,28.04,
2024-03-30,Paris,48.58,211.57,12.33,158.54,45.39,0.24,
2024-03-30,Mexico City,,488.15,14.86,143.58,218.81,8.03,Moderate
2024-03-30,Cairo,265.73,410.77,7.59,183.6,169.91,48.26,Moderate
2024-03-30,Moscow,118.34,,3.44,47.84,166.83,47.3,Very Unhealthy
2024-03-31,New York,226.67,387.22,9.25,160.87,139.1,5.2,Good
2024-03-31,Delhi,103.76,,8.68,110.82,128.53,24.61,Good
2024-03-31,Beijing,,353.38,-5.0,131.82,142.29,16.39,
2024-03-31,London,274.44,,5.41,73.14,21.38,999.0,Hazardous
2024-03-31,Tokyo,175.03,129.24,14.54,104.53,74.11,6.74,Hazardous
2024-03-31,Sydney,104.0,380.26,3.95,109.76,46.93,999.0,Very Unhealthy
2024-03-31,Paris,,263.28,6.29,123.63,60.03,3.1,
2024-03-31,Mexico City,,55.9,12.51,20.68,229.89,999.0,Moderate
2024-03-31,Cairo,202.34,,2.63,110.01,211.02,10.23,Unhealthy
2024-03-31,Moscow,89.97,378.06,8.77,117.38,228.67,38.66,Hazardous
2024-04-01,New York,186.34,193.04,2.12,156.51,227.77,21.87,Very Unhealthy
2024-04-01,Delhi,224.87,378.18,9.71,118.65,195.74,999.0,Unhealthy
2024-04-01,Beijing,144.86,26.82,6.06,168.27,131.01,999.0,Very Unhealthy
2024-04-01,London,,226.26,9.24,124.22,181.62,999.0,Very Unhealthy
2024-04-01,Tokyo,152.39,201.04,14.27,24.3,,44.41,Hazardous
2024-04-01,Sydney,137.76,75.64,-5.0,52.5,230.72,6.03,Unhealthy
2024-04-01,Paris,17.52,109.72,-5.0,95.02,103.11,40.95,
2024-04-01,Mexico City,215.08,,9.41,26.42,171.44,-4.06,
2024-04-01,Cairo,265.59,191.0,-5.0,unknown,155.62,25.72,Good
2024-04-01,Moscow,130.87,,13.91,159.44,160.97,-9.94,Unhealthy
2024-04-02,New York,84.83,342.66,2.89,179.8,209.38,18.72,Moderate
2024-04-02,Delhi,221.53,465.92,11.45,142.97,104.5,41.29,Hazardous
2024-04-02,Beijing,100.86,439.91,-5.0,7.12,123.92,5.75,Very Unhealthy
2024-04-02,London,33.79,,0.62,122.69,,-2.22,
2024-04-02,Tokyo,296.96,273.01,1.75,147.04,167.45,5.9,Unhealthy
2024-04-02,Sydney,180.66,,10.84,195.98,148.49,-6.18,Hazardous
2024-04-02,Paris,238.58,,-5.0,61.86,228.78,18.75,Moderate
2024-04-02,Mexico City,297.83,21.42,-5.0,38.85,,999.0,Hazardous
2024-04-02,Cairo,,,6.09,unknown,,26.4,Unhealthy
2024-04-02,Moscow,32.38,218.92,10.8,67.92,178.86,14.27,Hazardous
2024-04-03,New York,54.01,261.75,8.4,169.11,166.46,0.49,Moderate
2024-04-03,Delhi,230.95,90.17,0.42,148.03,56.98,-3.98,
2024-04-03,Beijing,183.23,42.16,8.62,98.54,138.16,11.75,Moderate
2024-04-03,London,76.37,306.06,2.85,46.32,77.31,8.34,Moderate
2024-04-03,Tokyo,,,13.22,80.92,77.07,9.48,Good
2024-04-03,Sydney,249.93,472.48,14.4,115.36,91.81,3.39,Good
2024-04-03,Paris,253.44,338.96,12.92,22.33,94.72,44.06,Good
2024-04-03,Mexico City,105.97,499.25,-5.0,151.03,104.26,15.47,Unhealthy
2024-04-03,Cairo,,260.09,0.67,unknown,170.14,-1.02,Very Unhealthy
2024-04-03,Moscow,158.99,321.07,13.35,17.96,135.26,42.94,Moderate
2024-04-04,New York,33.0,125.63,0.15,44.25,112.89,22.46,Very Unhealthy
2024-04-04,Delhi,289.58,468.97,7.84,131.39,237.29,24.87,Very Unhealthy
2024-04-04,Beijing,271.36,,4.47,158.12,,36.88,Good
2024-04-04,London,201.44,127.88,0.42,unknown,229.39,42.92,Hazardous
2024-04-04,Tokyo,56.9,482.65,1.06,109.02,,38.03,Very Unhealthy
2024-04-04,Sydney,169.39,,4.55,69.32,104.89,45.82,Unhealthy
2024-04-04,Paris,20.6,254.4,12.54,66.46,,37.78,Hazardous
2024-04-04,Mexico City,200.51,439.8,2.43,8.62,246.24,46.81,Good
2024-04-04,Cairo,,157.5,-5.0,41.18,233.27,13.79,
2024-04-04,Moscow,282.77,144.3,4.69,21.43,73.06,4.82,Very Unhealthy
2024-04-05,New York,30.67,290.99,11.68,164.27,153.99,-1.09,Hazardous
2024-04-05,Delhi,192.35,34.83,5.12,unknown,34.1,33.07,Hazardous
2024-04-05,Beijing,272.86,,5.13,137.28,207.77,16.93,Very Unhealthy
2024-04-05,London,297.61,383.13,3.29,177.01,193.9,-0.85,Good
2024-04-05,Tokyo,24.53,456.17,5.33,unknown,219.28,23.79,Hazardous
2024-04-05,Sydney,185.87,30.31,10.94,79.36,79.05,999.0,Good
2024-04-05,Paris,58.2,,-5.0,unknown,72.78,9.84,Hazardous
2024-04-05,Mexico City,27.96,401.47,-5.0,49.14,30.58,999.0,Moderate
2024-04-05,Cairo,82.14,350.55,13.72,110.93,127.95,40.67,Moderate
2024-04-05,Moscow,274.54,429.32,3.11,24.12,242.83,28.03,Good
2024-04-06,New York,129.3,,10.6,165.35,189.4,38.32,Moderate
2024-04-06,Delhi,200.55,135.68,14.4,55.84,22.39,-2.78,Unhealthy
2024-04-06,Beijing,278.6,120.92,2.47,130.34,56.77,-9.65,Moderate
2024-04-06,London,,205.9,0.47,138.12,66.89,-5.78,Moderate
2024-04-06,Tokyo,,178.24,8.17,90.69,86.68,19.8,Very Unhealthy
2024-04-06,Sydney,210.19,189.8,11.89,21.39,177.83,2.65,
2024-04-06,Paris,87.28,,1.86,36.19,,16.16,Very Unhealthy
2024-04-06,Mexico City,162.16,,-5.0,50.74,,25.63,Hazardous
2024-04-06,Cairo,156.89,457.61,9.72,111.05,82.17,5.24,Hazardous
2024-04-06,Moscow,12.65,49.03,1.94,141.97,206.69,-4.45,Hazardous
2024-04-07,New York,260.39,250.69,-5.0,180.62,111.58,4.73,
2024-04-07,Delhi,70.82,352.05,1.62,153.84,118.27,49.85,Moderate
2024-04-07,Beijing,5.46,203.28,1.35,138.22,59.14,14.73,
2024-04-07,London,30.27,249.12,13.22,141.71,166.06,999.0,Hazardous
2024-04-07,Tokyo,273.43,482.8,14.39,182.2,85.39,25.82,Good
2024-04-07,Sydney,280.15,345.64,2.86,unknown,205.98,24.16,
2024-04-07,Paris,136.03,474.6,12.69,18.61,189.43,35.15,Good
2024-04-07,Mexico City,186.06,57.68,4.15,5.25,72.37,8.92,Very Unhealthy
2024-04-07,Cairo,275.39,,6.21,56.44,163.97,999.0,Very Unhealthy
2024-04-07,Moscow,227.29,,7.74,188.07,74.77,7.62,Good
2024-04-08,New York,,479.22,5.39,29.32,62.42,26.66,
2024-04-08,Delhi,202.66,,-5.0,141.67,102.77,999.0,Moderate
2024-04-08,Beijing,145.84,,11.71,19.25,207.82,14.82,
2024-04-08,London,136.13,,13.6,162.27,107.97,-7.28,Very Unhealthy
2024-04-08,Tokyo,111.57,457.05,3.72,111.35,,999.0,Unhealthy
2024-04-08,Sydney,163.72,388.56,5.73,unknown,,-6.79,Very Unhealthy
2024-04-08,Paris,115.67,368.79,8.75,40.42,153.52,5.84,Good
2024-04-08,Mexico City,273.41,82.97,7.91,170.95,120.54,-8.08,
2024-04-08,Cairo,147.88,321.27,1.05,21.08,23.65,30.04,Good
2024-04-08,Moscow,,198.62,8.83,unknown,,40.1,Good
2024-04-09,New York,199.83,61.66,3.65,27.61,192.26,999.0,Good
2024-04-09,Delhi,214.98,152.78,7.64,55.69,219.02,-0.69,Very Unhealthy
2024-04-09,Beijing,125.95,447.34,7.01,64.82,198.53,-1.09,
2024-04-09,London,110.9,169.02,2.5,128.15,130.42,42.17,Unhealthy
2024-04-09,Tokyo,,,11.46,158.82,19.75,35.42,Good
2024-04-09,Sydney,279.45,186.11,12.81,169.62,157.97,0.8,Moderate
2024-04-09,Paris,,67.37,6.1,148.62,,30.45,
2024-04-09,Mexico City,107.97,397.08,-5.0,6.68,,5.88,Unhealthy
2024-04-09,Cairo,,,0.44,178.35,143.68,12.73,Good
2024-04-09,Moscow,28.27,396.8,12.26,125.46,96.93,45.68,Hazardous
